267	215	50	849	47	46	1	0.001500	1
267	215	50	270	264	214	48	0.003000	1
267	215	50	270	264	214	48	0.004500	1
267	215	50	267	267	215	50	0.006000	1
267	215	50	267	267	215	50	0.007500	1
267	215	50	267	267	215	50	0.009000	1
267	215	50	267	267	215	50	0.010500	1
267	215	50	267	267	215	50	0.012000	1
267	215	50	267	267	215	50	0.013500	1
267	215	50	267	267	215	50	0.015000	1
267	215	50	267	267	215	50	0.016500	1
267	215	50	267	267	215	50	0.018000	1
267	215	50	267	267	215	50	0.019500	1
267	215	50	267	267	215	50	0.021000	1
267	215	50	267	267	215	50	0.022500	1
267	215	50	267	267	215	50	0.024000	1
267	215	50	267	267	215	50	0.025500	1
267	215	50	267	267	215	50	0.027000	1
267	215	50	267	267	215	50	0.028500	1
267	215	50	267	267	215	50	0.030000	1
267	215	50	267	267	215	50	0.031500	1
267	215	50	267	267	215	50	0.033000	1
267	215	50	267	267	215	50	0.034500	1
267	215	50	267	267	215	50	0.036000	1
267	215	50	267	267	215	50	0.037500	1
267	215	50	267	267	215	50	0.039000	1
267	215	50	267	267	215	50	0.040500	1
267	215	50	267	267	215	50	0.042000	1
267	215	50	267	267	215	50	0.043500	1
267	215	50	267	267	215	50	0.045000	1
267	215	50	267	267	215	50	0.046500	1
267	215	50	267	267	215	50	0.048000	1
267	215	50	267	267	215	50	0.049500	1
267	215	50	267	267	215	50	0.051000	1
267	215	50	267	267	215	50	0.052500	1
267	215	50	267	267	215	50	0.054000	1
267	215	50	267	267	215	50	0.055500	1
267	215	50	267	267	215	50	0.057000	1
267	215	50	267	267	215	50	0.058500	1
267	215	50	267	267	215	50	0.060000	1
267	215	50	267	267	215	50	0.061500	1
267	215	50	267	267	215	50	0.063000	1
267	215	50	267	267	215	50	0.064500	1
267	215	50	267	267	215	50	0.066000	1
267	215	50	267	267	215	50	0.067500	1
267	215	50	267	267	215	50	0.069000	1
267	215	50	267	267	215	50	0.070500	1
267	215	50	267	267	215	50	0.072000	1
267	215	50	267	267	215	50	0.073500	1
267	215	50	267	267	215	50	0.075000	1
267	215	50	267	267	215	50	0.076500	1
267	215	50	267	267	215	50	0.078000	1
267	215	50	267	267	215	50	0.079500	1
267	215	50	267	267	215	50	0.081000	1
267	215	50	267	267	215	50	0.082500	1
267	215	50	267	267	215	50	0.084000	1
267	215	50	267	267	215	50	0.085500	1
267	215	50	267	267	215	50	0.087000	1
267	215	50	267	267	215	50	0.088500	1
267	215	50	267	267	215	50	0.090000	1
267	215	50	267	267	215	50	0.091500	1
267	215	50	267	267	215	50	0.093000	1
267	215	50	267	267	215	50	0.094500	1
267	215	50	267	267	215	50	0.096000	1
267	215	50	267	267	215	50	0.097500	1
267	215	50	267	267	215	50	0.099000	1
267	215	50	267	267	215	50	0.100500	1
267	215	50	267	267	215	50	0.102000	1
267	215	50	267	267	215	50	0.103500	1
267	215	50	267	267	215	50	0.105000	1
267	215	50	267	267	215	50	0.106500	1
267	215	50	267	267	215	50	0.108000	1
267	215	50	267	267	215	50	0.109500	1
267	215	50	267	267	215	50	0.111000	1
267	215	50	267	267	215	50	0.112500	1
267	215	50	267	267	215	50	0.114000	1
267	215	50	267	267	215	50	0.115500	1
267	215	50	267	267	215	50	0.117000	1
267	215	50	267	267	215	50	0.118500	1
267	215	50	267	267	215	50	0.120000	1
267	215	50	267	267	215	50	0.121500	1
267	215	50	267	267	215	50	0.123000	1
267	215	50	267	267	215	50	0.124500	1
267	215	50	267	267	215	50	0.126000	1
267	215	50	267	267	215	50	0.127500	1
267	215	50	267	267	215	50	0.129000	1
267	215	50	267	267	215	50	0.130500	1
267	215	50	267	267	215	50	0.132000	1
267	215	50	267	267	215	50	0.133500	1
267	215	50	267	267	215	50	0.135000	1
267	215	50	267	267	215	50	0.136500	1
267	215	50	267	267	215	50	0.138000	1
267	215	50	267	267	215	50	0.139500	1
267	215	50	267	267	215	50	0.141000	1
267	215	50	267	267	215	50	0.142500	1
267	215	50	267	267	215	50	0.144000	1
267	215	50	267	267	215	50	0.145500	1
267	215	50	267	267	215	50	0.147000	1
267	215	50	267	267	215	50	0.148500	1
267	215	50	267	267	215	50	0.150000	1
267	215	50	267	267	215	50	0.151500	1
267	215	50	267	267	215	50	0.153000	1
267	215	50	267	267	215	50	0.154500	1
267	215	50	267	267	215	50	0.156000	1
267	215	50	267	267	215	50	0.157500	1
267	215	50	267	267	215	50	0.159000	1
267	215	50	267	267	215	50	0.160500	1
267	215	50	267	267	215	50	0.162000	1
267	215	50	267	267	215	50	0.163500	1
267	215	50	267	267	215	50	0.165000	1
267	215	50	267	267	215	50	0.166500	1
267	215	50	267	267	215	50	0.168000	1
267	215	50	267	267	215	50	0.169500	1
267	215	50	267	267	215	50	0.171000	1
267	215	50	267	267	215	50	0.172500	1
267	215	50	267	267	215	50	0.174000	1
267	215	50	267	267	215	50	0.175500	1
267	215	50	267	267	215	50	0.177000	1
267	215	50	267	267	215	50	0.178500	1
267	215	50	267	267	215	50	0.180000	1
267	215	50	267	267	215	50	0.181500	1
267	215	50	267	267	215	50	0.183000	1
267	215	50	267	267	215	50	0.184500	1
267	215	50	267	267	215	50	0.186000	1
267	215	50	267	267	215	50	0.187500	1
267	215	50	267	267	215	50	0.189000	1
267	215	50	267	267	215	50	0.190500	1
267	215	50	267	267	215	50	0.192000	1
267	215	50	267	267	215	50	0.193500	1
267	215	50	267	267	215	50	0.195000	1
267	215	50	267	267	215	50	0.196500	1
267	215	50	267	267	215	50	0.198000	1
267	215	50	267	267	215	50	0.199500	1
267	215	50	267	267	215	50	0.201000	1
267	215	50	267	267	215	50	0.202500	1
267	215	50	267	267	215	50	0.204000	1
267	215	50	267	267	215	50	0.205500	1
267	215	50	267	267	215	50	0.207000	1
267	215	50	267	267	215	50	0.208500	1
267	215	50	267	267	215	50	0.210000	1
267	215	50	267	267	215	50	0.211500	1
267	215	50	267	267	215	50	0.213000	1
267	215	50	267	267	215	50	0.214500	1
267	215	50	267	267	215	50	0.216000	1
267	215	50	267	267	215	50	0.217500	1
267	215	50	267	267	215	50	0.219000	1
267	215	50	267	267	215	50	0.220500	1
267	215	50	267	267	215	50	0.222000	1
267	215	50	267	267	215	50	0.223500	1
267	215	50	267	267	215	50	0.225000	1
267	215	50	267	267	215	50	0.226500	1
267	215	50	267	267	215	50	0.228000	1
267	215	50	267	267	215	50	0.229500	1
267	215	50	267	267	215	50	0.231000	1
267	215	50	267	267	215	50	0.232500	1
267	215	50	267	267	215	50	0.234000	1
267	215	50	267	267	215	50	0.235500	1
267	215	50	267	267	215	50	0.237000	1
267	215	50	267	267	215	50	0.238500	1
267	215	50	267	267	215	50	0.240000	1
267	215	50	267	267	215	50	0.241500	1
267	215	50	267	267	215	50	0.243000	1
267	215	50	267	267	215	50	0.244500	1
267	215	50	267	267	215	50	0.246000	1
267	215	50	267	267	215	50	0.247500	1
267	215	50	267	267	215	50	0.249000	1
267	215	50	267	267	215	50	0.250500	1
267	215	50	267	267	215	50	0.252000	1
267	215	50	267	267	215	50	0.253500	1
267	215	50	267	267	215	50	0.255000	1
267	215	50	267	267	215	50	0.256500	1
267	215	50	267	267	215	50	0.258000	1
267	215	50	267	267	215	50	0.259500	1
267	215	50	267	267	215	50	0.261000	1
267	215	50	267	267	215	50	0.262500	1
267	215	50	267	267	215	50	0.264000	1
267	215	50	267	267	215	50	0.265500	1
267	215	50	267	267	215	50	0.267000	1
267	215	50	267	267	215	50	0.268500	1
267	215	50	267	267	215	50	0.270000	1
267	215	50	267	267	215	50	0.271500	1
267	215	50	267	267	215	50	0.273000	1
267	215	50	267	267	215	50	0.274500	1
267	215	50	267	267	215	50	0.276000	1
267	215	50	267	267	215	50	0.277500	1
267	215	50	267	267	215	50	0.279000	1
267	215	50	267	267	215	50	0.280500	1
267	215	50	267	267	215	50	0.282000	1
267	215	50	267	267	215	50	0.283500	1
267	215	50	267	267	215	50	0.285000	1
267	215	50	267	267	215	50	0.286500	1
267	215	50	267	267	215	50	0.288000	1
267	215	50	267	267	215	50	0.289500	1
267	215	50	267	267	215	50	0.291000	1
267	215	50	267	267	215	50	0.292500	1
267	215	50	267	267	215	50	0.294000	1
267	215	50	267	267	215	50	0.295500	1
267	215	50	267	267	215	50	0.297000	1
267	215	50	267	267	215	50	0.298500	1
267	215	50	267	267	215	50	0.300000	1
267	215	50	267	267	215	50	0.301500	1
267	215	50	267	267	215	50	0.303000	1
267	215	50	267	267	215	50	0.304500	1
267	215	50	267	267	215	50	0.306000	1
267	215	50	267	267	215	50	0.307500	1
267	215	50	267	267	215	50	0.309000	1
267	215	50	267	267	215	50	0.310500	1
267	215	50	267	267	215	50	0.312000	1
267	215	50	267	267	215	50	0.313500	1
267	215	50	267	267	215	50	0.315000	1
267	215	50	267	267	215	50	0.316500	1
267	215	50	267	267	215	50	0.318000	1
267	215	50	267	267	215	50	0.319500	1
267	215	50	267	267	215	50	0.321000	1
267	215	50	267	267	215	50	0.322500	1
267	215	50	267	267	215	50	0.324000	1
267	215	50	267	267	215	50	0.325500	1
267	215	50	267	267	215	50	0.327000	1
267	215	50	267	267	215	50	0.328500	1
267	215	50	267	267	215	50	0.330000	1
267	215	50	267	267	215	50	0.331500	1
267	215	50	267	267	215	50	0.333000	1
267	215	50	267	267	215	50	0.334500	1
267	215	50	267	267	215	50	0.336000	1
267	215	50	267	267	215	50	0.337500	1
267	215	50	267	267	215	50	0.339000	1
267	215	50	267	267	215	50	0.340500	1
267	215	50	267	267	215	50	0.342000	1
267	215	50	267	267	215	50	0.343500	1
267	215	50	267	267	215	50	0.345000	1
267	215	50	267	267	215	50	0.346500	1
267	215	50	267	267	215	50	0.348000	1
267	215	50	267	267	215	50	0.349500	1
267	215	50	267	267	215	50	0.351000	1
267	215	50	267	267	215	50	0.352500	1
267	215	50	267	267	215	50	0.354000	1
267	215	50	267	267	215	50	0.355500	1
267	215	50	267	267	215	50	0.357000	1
267	215	50	267	267	215	50	0.358500	1
267	215	50	267	267	215	50	0.360000	1
267	215	50	267	267	215	50	0.361500	1
267	215	50	267	267	215	50	0.363000	1
267	215	50	267	267	215	50	0.364500	1
267	215	50	267	267	215	50	0.366000	1
267	215	50	267	267	215	50	0.367500	1
267	215	50	267	267	215	50	0.369000	1
267	215	50	267	267	215	50	0.370500	1
267	215	50	267	267	215	50	0.372000	1
267	215	50	267	267	215	50	0.373500	1
267	215	50	267	267	215	50	0.375000	1
267	215	50	267	267	215	50	0.376500	1
267	215	50	267	267	215	50	0.378000	1
267	215	50	267	267	215	50	0.379500	1
267	215	50	267	267	215	50	0.381000	1
267	215	50	267	267	215	50	0.382500	1
267	215	50	267	267	215	50	0.384000	1
267	215	50	267	267	215	50	0.385500	1
267	215	50	267	267	215	50	0.387000	1
267	215	50	267	267	215	50	0.388500	1
267	215	50	267	267	215	50	0.390000	1
267	215	50	267	267	215	50	0.391500	1
267	215	50	267	267	215	50	0.393000	1
267	215	50	267	267	215	50	0.394500	1
267	215	50	267	267	215	50	0.396000	1
267	215	50	267	267	215	50	0.397500	1
267	215	50	267	267	215	50	0.399000	1
267	215	50	267	267	215	50	0.400500	1
267	215	50	267	267	215	50	0.402000	1
267	215	50	267	267	215	50	0.403500	1
267	215	50	267	267	215	50	0.405000	1
267	215	50	267	267	215	50	0.406500	1
267	215	50	267	267	215	50	0.408000	1
